Date	High	Low	Open	Close	Volume	Adj Close
2016-08-29	134500.0	133000.0	134000.0	134000.0	328229.0	117905.234375
2016-08-30	135000.0	132500.0	133500.0	132500.0	331306.0	116585.375
2016-08-31	133500.0	131000.0	132000.0	133000.0	621524.0	117025.3203125
2016-09-01	133500.0	131500.0	133000.0	131500.0	572941.0	115705.5
2016-09-02	136500.0	132000.0	132500.0	135000.0	1129376.0	118785.1015625
2016-09-05	139000.0	136000.0	136000.0	139000.0	681920.0	122304.671875
2016-09-06	140000.0	138000.0	138500.0	139500.0	455216.0	122744.6171875
2016-09-07	140500.0	138000.0	139500.0	139000.0	515978.0	122304.671875
2016-09-08	140000.0	136500.0	139000.0	139000.0	604332.0	122304.671875
2016-09-09	140000.0	137500.0	138000.0	139500.0	430914.0	122744.6171875
2016-09-12	139500.0	137500.0	138500.0	138500.0	447847.0	121864.71875
2016-09-13	140500.0	138000.0	140000.0	138500.0	560421.0	121864.71875
2016-09-19	139500.0	136000.0	137000.0	137000.0	536712.0	120544.890625
2016-09-20	139500.0	136500.0	137000.0	138500.0	517081.0	121864.71875
2016-09-21	138500.0	136500.0	137500.0	138000.0	464658.0	121424.78125
2016-09-22	139500.0	137500.0	138000.0	138000.0	360424.0	121424.78125
2016-09-23	142000.0	139000.0	139500.0	142000.0	595938.0	124944.34375
2016-09-26	141500.0	139000.0	140500.0	140500.0	444564.0	123624.4921875
2016-09-27	142000.0	138500.0	140000.0	141500.0	451975.0	124504.390625
2016-09-28	141500.0	138000.0	141000.0	138500.0	513300.0	121864.71875
2016-09-29	139500.0	138000.0	138500.0	139500.0	473726.0	122744.6171875
2016-09-30	139500.0	135000.0	138500.0	135500.0	617732.0	119225.046875
2016-10-04	141000.0	137500.0	138500.0	139000.0	707562.0	122304.671875
2016-10-05	140500.0	136500.0	137500.0	140000.0	549606.0	123184.5546875
2016-10-06	140000.0	138500.0	139000.0	139000.0	271808.0	122304.671875
2016-10-07	139000.0	135500.0	138500.0	136500.0	449894.0	120104.953125
2016-10-10	135000.0	131000.0	134000.0	133500.0	687120.0	117465.2734375
2016-10-11	135500.0	133500.0	135000.0	134500.0	355273.0	118345.1640625
2016-10-12	137000.0	133500.0	134500.0	136500.0	418529.0	120104.953125
2016-10-13	137000.0	133500.0	136500.0	134000.0	444173.0	117905.234375
2016-10-14	135000.0	133000.0	133500.0	133000.0	385561.0	117025.3203125
2016-10-17	136500.0	133000.0	134500.0	133000.0	552827.0	117025.3203125
2016-10-18	135500.0	132500.0	133500.0	134500.0	357363.0	118345.1640625
2016-10-19	135500.0	132500.0	134500.0	133000.0	474445.0	117025.3203125
2016-10-20	134000.0	131500.0	133500.0	132000.0	411425.0	116145.4375
2016-10-21	135000.0	132000.0	132500.0	133500.0	375157.0	117465.2734375
2016-10-24	134500.0	133500.0	134500.0	134500.0	256889.0	118345.1640625
2016-10-25	139500.0	134500.0	135000.0	138000.0	863431.0	121424.78125
2016-10-26	138500.0	135000.0	137500.0	137500.0	551856.0	120984.84375
2016-10-27	139500.0	135500.0	139000.0	138000.0	503571.0	121424.78125
2016-10-28	141500.0	137500.0	138000.0	140500.0	708752.0	123624.4921875
2016-10-31	141000.0	139000.0	139000.0	140000.0	394472.0	123184.5546875
2016-11-01	141500.0	140000.0	141000.0	141500.0	436941.0	124504.390625
2016-11-02	141500.0	139500.0	141000.0	139500.0	655976.0	122744.6171875
2016-11-03	140000.0	136000.0	139500.0	136500.0	520972.0	120104.953125
2016-11-04	137000.0	135500.0	136500.0	136000.0	345493.0	119665.0078125
2016-11-07	138000.0	136000.0	137500.0	137000.0	388228.0	120544.890625
2016-11-08	139500.0	137000.0	137500.0	138500.0	341446.0	121864.71875
2016-11-09	140000.0	130500.0	138000.0	134000.0	1054746.0	117905.234375
2016-11-10	135000.0	129000.0	135000.0	129000.0	1253550.0	113505.7734375
2016-11-11	132000.0	130000.0	130000.0	131500.0	571291.0	115705.5
2016-11-14	134000.0	131000.0	132000.0	132000.0	369913.0	116145.4375
2016-11-15	132000.0	129500.0	131500.0	130500.0	416685.0	114825.6015625
2016-11-16	133500.0	130000.0	130500.0	131000.0	379475.0	115265.5625
2016-11-17	133000.0	131000.0	131000.0	132000.0	217101.0	116145.4375
2016-11-18	132000.0	129500.0	131500.0	129500.0	282286.0	113945.7109375
2016-11-21	133500.0	129500.0	130000.0	133500.0	392922.0	117465.2734375
2016-11-22	134500.0	132500.0	133500.0	133500.0	366844.0	117465.2734375
2016-11-23	135000.0	132500.0	134500.0	134000.0	292727.0	117905.234375
2016-11-24	136000.0	133000.0	133500.0	135000.0	340767.0	118785.1015625
2016-11-25	136000.0	134500.0	135500.0	136000.0	180033.0	119665.0078125
2016-11-28	136000.0	133500.0	135000.0	135000.0	256341.0	118785.1015625
2016-11-29	135500.0	133000.0	133000.0	134500.0	312216.0	118345.1640625
2016-11-30	134500.0	132500.0	133500.0	133000.0	1188767.0	117025.3203125
2016-12-01	135500.0	132000.0	133000.0	132000.0	478362.0	116145.4375
2016-12-02	136000.0	133000.0	134000.0	133500.0	403575.0	117465.2734375
2016-12-05	135500.0	133000.0	134500.0	134000.0	244209.0	117905.234375
2016-12-06	137000.0	135000.0	135500.0	136500.0	374760.0	120104.953125
2016-12-07	138000.0	136500.0	138000.0	136500.0	279131.0	120104.953125
2016-12-08	142000.0	138000.0	138500.0	142000.0	889649.0	124944.34375
2016-12-09	145000.0	141000.0	142000.0	144000.0	647418.0	126704.1171875
2016-12-12	148000.0	143500.0	146000.0	144500.0	378077.0	127144.0625
2016-12-13	145000.0	142500.0	144500.0	145000.0	283933.0	127584.0234375
2016-12-14	145000.0	142000.0	144500.0	143500.0	261384.0	126264.171875
2016-12-15	143000.0	141000.0	142000.0	142000.0	285737.0	124944.34375
2016-12-16	142000.0	139000.0	141000.0	139500.0	523767.0	122744.6171875
2016-12-19	142500.0	139500.0	140000.0	142000.0	293868.0	124944.34375
2016-12-20	144000.0	141500.0	141500.0	143500.0	399511.0	126264.171875
2016-12-21	144500.0	142500.0	144500.0	143500.0	310188.0	126264.171875
2016-12-22	143000.0	141000.0	143000.0	142000.0	334338.0	124944.34375
2016-12-23	144000.0	142000.0	143000.0	144000.0	357914.0	126704.1171875
2016-12-26	145000.0	143500.0	143500.0	144500.0	206099.0	127144.0625
2016-12-27	145000.0	144000.0	144500.0	144500.0	337224.0	127144.0625
2016-12-28	144000.0	141500.0	142500.0	143500.0	377265.0	128941.140625
2016-12-29	146000.0	142000.0	142500.0	146000.0	381283.0	131187.515625
2017-01-02	150500.0	145500.0	146000.0	150000.0	545854.0	134781.703125
2017-01-03	154000.0	150000.0	151000.0	153000.0	723246.0	137477.3125
2017-01-04	155000.0	152000.0	152500.0	154000.0	601826.0	138375.875
2017-01-05	154500.0	152000.0	154000.0	153500.0	391604.0	137926.59375
2017-01-06	153000.0	149500.0	152000.0	151000.0	366091.0	135680.234375
2017-01-09	151500.0	149500.0	151000.0	150500.0	325146.0	135230.96875
2017-01-10	153000.0	150500.0	150500.0	152000.0	411333.0	136578.78125
2017-01-11	150500.0	147500.0	150500.0	148500.0	675973.0	133433.875
2017-01-12	151000.0	147500.0	148000.0	148000.0	433867.0	132984.59375
2017-01-13	150000.0	148500.0	149000.0	149000.0	293211.0	133883.140625
2017-01-16	151000.0	148500.0	148500.0	150500.0	316413.0	135230.96875
2017-01-17	154000.0	149500.0	150000.0	153500.0	487662.0	137926.59375
2017-01-18	155500.0	151000.0	153000.0	154000.0	395088.0	138375.875
2017-01-19	153500.0	151000.0	153000.0	152000.0	255111.0	136578.78125
2017-01-20	153500.0	150000.0	150500.0	153000.0	310228.0	137477.3125
2017-01-23	152000.0	148500.0	151500.0	149000.0	424036.0	133883.140625
2017-01-24	149500.0	145500.0	149500.0	146500.0	518186.0	131636.78125
2017-01-25	147500.0	141500.0	146500.0	142000.0	749465.0	127593.3359375
2017-01-26	143500.0	139500.0	143500.0	142500.0	632413.0	128042.6015625
2017-01-31	142500.0	139000.0	141500.0	139500.0	574213.0	125346.9609375
2017-02-01	141000.0	139000.0	140000.0	139500.0	446549.0	125346.9609375
2017-02-02	140000.0	135500.0	140000.0	136000.0	610731.0	122202.0625
2017-02-03	139000.0	136000.0	136500.0	137500.0	453051.0	123549.8828125
2017-02-06	139500.0	136000.0	139000.0	136500.0	293891.0	122651.3359375
2017-02-07	140000.0	137500.0	138000.0	139000.0	395508.0	124897.7109375
2017-02-08	139500.0	137000.0	138500.0	139000.0	415346.0	124897.7109375
2017-02-09	141000.0	137500.0	139500.0	140000.0	513611.0	125796.2421875
2017-02-10	141500.0	139000.0	141000.0	141000.0	330000.0	126694.7890625
2017-02-13	141500.0	139000.0	141500.0	139500.0	320997.0	125346.9609375
2017-02-14	140500.0	139500.0	140000.0	140000.0	295126.0	125796.2421875
2017-02-15	146500.0	141500.0	141500.0	145500.0	682399.0	130738.25
2017-02-16	151500.0	146500.0	146500.0	150500.0	991329.0	135230.96875
2017-02-17	151000.0	148000.0	149500.0	150500.0	484244.0	135230.96875
2017-02-20	151000.0	149500.0	149500.0	150000.0	239916.0	134781.703125
2017-02-21	151500.0	149000.0	150000.0	151000.0	324845.0	135680.234375
2017-02-22	151000.0	147000.0	150000.0	149500.0	423978.0	134332.40625
2017-02-23	150500.0	145000.0	150500.0	146000.0	790326.0	131187.515625
2017-02-24	148500.0	146500.0	147000.0	148000.0	248236.0	132984.59375
2017-02-27	149000.0	146500.0	148500.0	148500.0	183801.0	133433.875
2017-02-28	150000.0	146500.0	148500.0	149500.0	476960.0	134332.40625
2017-03-02	150500.0	148500.0	149000.0	148500.0	660227.0	133433.875
2017-03-03	148000.0	141000.0	147000.0	142000.0	774281.0	127593.3359375
2017-03-06	145000.0	140000.0	141500.0	145000.0	568168.0	130288.953125
2017-03-07	146000.0	143000.0	143000.0	144000.0	361237.0	129390.421875
2017-03-08	144500.0	141500.0	144000.0	144500.0	430524.0	129839.6953125
2017-03-09	145500.0	143500.0	144500.0	145000.0	516356.0	130288.953125
2017-03-10	146500.0	143500.0	145000.0	146000.0	418788.0	131187.515625
2017-03-13	147000.0	145000.0	145500.0	146000.0	346033.0	131187.515625
2017-03-14	149500.0	146500.0	147000.0	149000.0	402984.0	133883.140625
2017-03-15	149500.0	147500.0	148500.0	149500.0	415972.0	134332.40625
2017-03-16	152500.0	149000.0	151500.0	151500.0	511511.0	136129.5
2017-03-17	152500.0	150000.0	152500.0	151500.0	384871.0	136129.5
2017-03-20	157000.0	151500.0	152500.0	156500.0	753898.0	140622.234375
2017-03-21	171000.0	157500.0	158000.0	170000.0	2100147.0	152752.578125
2017-03-22	170500.0	165500.0	167500.0	170000.0	1095061.0	152752.578125
2017-03-23	169000.0	165000.0	168500.0	165000.0	786599.0	148259.84375
2017-03-24	167000.0	162000.0	164000.0	164000.0	619369.0	147361.3125
2017-03-27	163000.0	159000.0	162000.0	162000.0	556569.0	145564.234375
2017-03-28	163000.0	158500.0	162000.0	160000.0	528384.0	143767.140625
2017-03-29	160500.0	155500.0	159500.0	156000.0	594310.0	140172.953125
2017-03-30	160000.0	156500.0	156500.0	158500.0	541928.0	142419.328125
2017-03-31	160500.0	156000.0	159500.0	157500.0	518427.0	141520.78125
2017-04-03	157000.0	153000.0	156500.0	156500.0	568863.0	140622.234375
2017-04-04	155000.0	150000.0	154000.0	152000.0	693275.0	136578.78125
2017-04-05	152500.0	147000.0	152500.0	150000.0	738030.0	134781.703125
2017-04-06	150000.0	147500.0	149500.0	148000.0	543682.0	132984.59375
2017-04-07	149500.0	144000.0	148000.0	144500.0	814773.0	129839.6953125
2017-04-10	147500.0	144500.0	145000.0	146000.0	372373.0	131187.515625
2017-04-11	145000.0	142500.0	145000.0	142500.0	460813.0	128042.6015625
2017-04-12	144500.0	141500.0	143000.0	141500.0	467523.0	127144.0625
2017-04-13	144500.0	141000.0	143000.0	142500.0	537212.0	128042.6015625
2017-04-14	143000.0	141000.0	141500.0	142500.0	235481.0	128042.6015625
2017-04-17	144000.0	141000.0	142500.0	144000.0	354807.0	129390.421875
2017-04-18	144500.0	141000.0	144500.0	141000.0	512212.0	126694.7890625
2017-04-19	140500.0	136500.0	140000.0	137000.0	1028582.0	123100.609375
2017-04-20	142000.0	137000.0	137000.0	141500.0	837678.0	127144.0625
2017-04-21	143000.0	141000.0	142000.0	141500.0	520179.0	127144.0625
2017-04-24	141500.0	139500.0	141000.0	141500.0	474698.0	127144.0625
2017-04-25	146500.0	142000.0	142500.0	144500.0	670239.0	129839.6953125
2017-04-26	152000.0	144500.0	145000.0	151000.0	1288277.0	135680.234375
2017-04-27	151000.0	146500.0	150000.0	147000.0	747891.0	132086.0625
2017-04-28	146000.0	142500.0	144000.0	144000.0	686242.0	129390.421875
2017-05-02	152000.0	143000.0	143000.0	151000.0	883476.0	135680.234375
2017-05-04	153000.0	149500.0	150500.0	152000.0	559335.0	136578.78125
2017-05-08	158000.0	150500.0	152000.0	158000.0	754482.0	141970.046875
2017-05-10	160500.0	155500.0	157000.0	156500.0	902973.0	140622.234375
2017-05-11	159000.0	156500.0	159000.0	157500.0	683676.0	141520.78125
2017-05-12	157000.0	153500.0	156000.0	155000.0	546718.0	139274.40625
2017-05-15	156000.0	152000.0	153000.0	154000.0	320821.0	138375.875
2017-05-16	158000.0	154500.0	155000.0	157500.0	479777.0	141520.78125
2017-05-17	159000.0	155000.0	156000.0	158500.0	344159.0	142419.328125
2017-05-18	166500.0	157500.0	158000.0	165000.0	1274106.0	148259.84375
2017-05-19	171000.0	160000.0	167000.0	170000.0	1889722.0	152752.578125
2017-05-22	171000.0	167000.0	169000.0	170000.0	679426.0	152752.578125
2017-05-23	173000.0	169000.0	170000.0	170000.0	649405.0	152752.578125
2017-05-24	170000.0	163500.0	168500.0	164000.0	876331.0	147361.3125
2017-05-25	167000.0	163500.0	164500.0	165000.0	627476.0	148259.84375
2017-05-26	166500.0	163000.0	165500.0	163500.0	487868.0	146912.046875
2017-05-29	165000.0	161500.0	163000.0	162000.0	405130.0	145564.234375
2017-05-30	165500.0	161000.0	162500.0	164000.0	393584.0	147361.3125
2017-05-31	166000.0	162500.0	162500.0	163000.0	568084.0	146462.78125
2017-06-01	166500.0	162500.0	162500.0	165500.0	439229.0	148709.140625
2017-06-02	165000.0	160500.0	164500.0	163000.0	571120.0	146462.78125
2017-06-05	165500.0	161000.0	163500.0	161500.0	371037.0	145114.9375
2017-06-07	160000.0	157000.0	160000.0	159000.0	746365.0	142868.609375
2017-06-08	161000.0	158500.0	159000.0	160000.0	548233.0	143767.140625
2017-06-09	161000.0	158500.0	160000.0	160000.0	343795.0	143767.140625
2017-06-12	163500.0	158000.0	158000.0	162500.0	390351.0	146013.5
2017-06-13	167000.0	162000.0	163000.0	164500.0	548527.0	147810.59375
2017-06-14	170000.0	164500.0	165000.0	169000.0	638693.0	151854.046875
2017-06-15	169000.0	162000.0	168000.0	163000.0	668866.0	146462.78125
2017-06-16	165000.0	162500.0	163500.0	165000.0	310581.0	148259.84375
2017-06-19	168000.0	163500.0	164500.0	167000.0	335858.0	150056.953125
2017-06-20	169000.0	165000.0	166000.0	166500.0	373530.0	149607.671875
2017-06-21	166000.0	160000.0	166000.0	160500.0	557266.0	144216.421875
2017-06-22	162000.0	160000.0	162000.0	161500.0	401279.0	145114.9375
2017-06-23	166000.0	162000.0	162000.0	164000.0	292130.0	147361.3125
2017-06-26	165000.0	162000.0	163000.0	164000.0	211301.0	147361.3125
2017-06-27	163500.0	160000.0	163000.0	160500.0	449056.0	144216.421875
2017-06-28	162500.0	159500.0	160000.0	160000.0	347569.0	143767.140625
2017-06-29	162500.0	159000.0	159500.0	161000.0	400255.0	145575.515625
2017-06-30	162000.0	158000.0	159500.0	159500.0	337644.0	144219.234375
2017-07-03	164000.0	158000.0	158500.0	163500.0	392228.0	147836.015625
2017-07-04	162500.0	157500.0	162500.0	158500.0	448579.0	143315.046875
2017-07-05	159000.0	155000.0	158000.0	156000.0	533353.0	141054.5625
2017-07-06	157000.0	155000.0	156500.0	155500.0	380091.0	140602.453125
2017-07-07	154500.0	150500.0	153500.0	151500.0	857341.0	136985.671875
2017-07-10	151500.0	147500.0	151000.0	148000.0	805494.0	133821.0
2017-07-11	150000.0	146500.0	148500.0	148000.0	592204.0	133821.0
2017-07-12	151000.0	148000.0	149000.0	149000.0	592811.0	134725.1875
2017-07-13	151500.0	148000.0	150000.0	149000.0	609170.0	134725.1875
2017-07-14	154500.0	149500.0	150000.0	154000.0	776297.0	139246.15625
2017-07-17	154000.0	149500.0	153500.0	150500.0	503286.0	136081.46875
2017-07-18	151500.0	147000.0	151000.0	148000.0	531137.0	133821.0
2017-07-19	149500.0	147000.0	148500.0	148500.0	480211.0	134273.078125
2017-07-20	149000.0	145000.0	149000.0	148000.0	482332.0	133821.0
2017-07-21	148000.0	146500.0	148000.0	147500.0	303019.0	133368.890625
2017-07-24	148000.0	144500.0	148000.0	145000.0	558419.0	131108.375
2017-07-25	147500.0	144500.0	145000.0	146000.0	769128.0	132012.59375
2017-07-26	150000.0	146500.0	147000.0	148000.0	1000733.0	133821.0
2017-07-27	148500.0	144500.0	148000.0	146500.0	552184.0	132464.6875
2017-07-28	150000.0	146500.0	146500.0	149500.0	857408.0	135177.265625
2017-07-31	149500.0	144500.0	149500.0	145000.0	871600.0	131108.375
2017-08-01	147000.0	144500.0	145000.0	145500.0	415903.0	131560.5
2017-08-02	148000.0	145500.0	146500.0	147500.0	462222.0	133368.890625
2017-08-03	149500.0	146000.0	147500.0	148500.0	643295.0	134273.078125
2017-08-04	151000.0	147000.0	148000.0	150000.0	520334.0	135629.375
2017-08-07	151000.0	148000.0	150500.0	148000.0	280334.0	133821.0
2017-08-08	147500.0	143500.0	147000.0	144000.0	655022.0	130204.1875
2017-08-09	146000.0	144000.0	145000.0	146000.0	391355.0	132012.59375
2017-08-10	146500.0	144000.0	144500.0	145000.0	576598.0	131108.375
2017-08-11	145500.0	141000.0	143500.0	142000.0	607681.0	128395.796875
2017-08-14	146000.0	142000.0	142500.0	144500.0	319856.0	130656.296875
2017-08-16	146000.0	143000.0	145000.0	144500.0	417168.0	130656.296875
2017-08-17	144500.0	141500.0	143000.0	144000.0	250791.0	130204.1875
2017-08-18	145500.0	143500.0	144000.0	144500.0	253371.0	130656.296875
2017-08-21	148500.0	143500.0	145000.0	148000.0	430402.0	133821.0
2017-08-22	150000.0	145000.0	148000.0	147000.0	533818.0	132916.8125
2017-08-23	147500.0	145500.0	146500.0	146500.0	245112.0	132464.6875
2017-08-24	147000.0	143500.0	146500.0	143500.0	505047.0	129752.1015625
2017-08-25	145500.0	143000.0	143500.0	144500.0	362052.0	130656.296875
2017-08-28	146000.0	144000.0	144000.0	144500.0	319822.0	130656.296875
2017-08-29	144500.0	142500.0	143000.0	144000.0	332462.0	130204.1875
2017-08-30	144000.0	138500.0	142500.0	143000.0	762771.0	129299.9921875
2017-08-31	145000.0	139500.0	142000.0	140500.0	834907.0	127039.5078125
2017-09-01	143500.0	139500.0	141000.0	143000.0	541048.0	129299.9921875
2017-09-04	142500.0	139500.0	140000.0	140000.0	326756.0	126587.4140625
2017-09-05	142000.0	137000.0	141000.0	138000.0	546091.0	124779.015625
2017-09-06	138500.0	133500.0	138000.0	136000.0	694527.0	122970.625
2017-09-07	139000.0	137000.0	138000.0	138000.0	531212.0	124779.015625
2017-09-08	138500.0	133000.0	138000.0	135500.0	637658.0	122518.5390625
2017-09-11	136500.0	133500.0	134500.0	135000.0	488905.0	122066.4375
2017-09-12	137500.0	134500.0	135000.0	136000.0	379325.0	122970.625
2017-09-13	137500.0	133500.0	136500.0	134000.0	588704.0	121162.2421875
2017-09-14	137000.0	133000.0	134000.0	137000.0	904204.0	123874.8203125
2017-09-15	137000.0	134000.0	135500.0	136500.0	369517.0	123422.734375
2017-09-18	137500.0	135500.0	136500.0	137000.0	415861.0	123874.8203125
2017-09-19	141000.0	136500.0	136500.0	140000.0	627903.0	126587.4140625
2017-09-20	143000.0	139500.0	141000.0	142000.0	618904.0	128395.796875
2017-09-21	142000.0	138500.0	140500.0	141500.0	467712.0	127943.703125
2017-09-25	143000.0	140000.0	141000.0	141000.0	307434.0	127491.609375
2017-09-26	141000.0	141000.0	141000.0	141000.0	0.0	127491.609375
2017-09-27	149000.0	145500.0	146000.0	147500.0	623568.0	133368.890625
2017-09-28	148000.0	145000.0	147000.0	147000.0	541478.0	132916.8125
2017-09-29	151000.0	147500.0	148500.0	150500.0	808779.0	136081.46875
2017-10-10	152000.0	147500.0	149500.0	151000.0	886098.0	136533.578125
2017-10-11	156500.0	151000.0	151000.0	155000.0	993821.0	140150.375
2017-10-12	156500.0	152500.0	155000.0	156500.0	576444.0	141506.65625
2017-10-13	155500.0	152000.0	155000.0	154500.0	644646.0	139698.265625
2017-10-16	155000.0	152000.0	154500.0	153000.0	521198.0	138341.953125
2017-10-17	153500.0	148500.0	153000.0	149500.0	510688.0	135177.265625
2017-10-18	153500.0	147000.0	148000.0	150500.0	695484.0	136081.46875
2017-10-19	154000.0	150500.0	152000.0	151500.0	474052.0	136985.671875
2017-10-20	152500.0	150500.0	151500.0	151500.0	227605.0	136985.671875
2017-10-23	153000.0	150500.0	151000.0	151500.0	387789.0	136985.671875
2017-10-24	152500.0	150000.0	151500.0	151000.0	357958.0	136533.578125
2017-10-25	150500.0	146500.0	150000.0	148500.0	829299.0	134273.078125
2017-10-26	160000.0	148000.0	148500.0	159500.0	1550507.0	144219.234375
